voiceCredits,voterId,owner
1326,1,0x26098C24cA52ae70FF173817E2285A7971c22139
569,2,0xB39A3Ec4Ef92F9335a4621B11Cc9e3c4Ebc66B7C
100,3,0x0d2689916c6F5b41F43C9983Ca08d3c9a7E41e09
100,4,0x5790c53da0c5ec030D98bB91B97e797F846f3294
195,5,0x06C650735Ceed6E92c2F21981daa7DDb90A1D51d
100,6,0xB49452313Eb74a3Cfa7b63DEbB9a6190b60a49A6
100,7,0xD7874aEf966a3438a9157e98d9Cdc1AB781afd7f
100,8,0xD4bd394dd12F1C5FD6fb8f6399F45456CFDd4F8B
100,9,0x4450cbd66F0fa15A626745324814aD32b2FC104e
1109,10,0xDcbC0420319736f4dE871914BcB6d106177fCA7D
100,11,0x4A9f18939C4bf1490cd3B4eB8E706bdfDD70119E
100,12,0x9e6b28E53E9a614Acf0Cb423706F81bbB636EA88
100,13,0x30b3C0c5dD5f09Da7176EE056b125cC02eF5fFe3
100,14,0x498104F6D69Ec29f7E1CfA8B8c3ABD9C5328FD29
100,15,0xeD8DF973F85F030F6131F4F8dca4C8b660F1aff9
100,16,0x167F8fF1D239Ab65D9bDCFB4dC3FE31396371983
100,17,0x50770e3A529475509880F0dA1b0B67a2E03cBFC0
100,18,0x00547FA917D525646A3Db19e69c8c4b98ADe6e9D
100,19,0xe3fBb0520850098Ce7E5cfA09F28fe3EffBb9A58
100,20,0x54D35908413ceA0B84845C3936b6792b1afF56Cf
100,21,0x54308ed7443f88E20dA36AFbBBc1138C0Ddba8ae
100,22,0xCaE3C8335Ae8C5Ad1bFc3ec335a85d5036d33578
100,23,0x46F37c88535Ca9E4B5FEF27C2475dbC83922eE4e
100,24,0x30b3C0c5dD5f09Da7176EE056b125cC02eF5fFe3
100,25,0x0a40BCFB1f22cE25E51fBCC6674e8A5d2980FBF0
100,26,0xB00eC4E2b8cb56EA6F4893Ec936546f2E3748A70
100,27,0x61cFfDf19020c7E8745167e761b7C596C4a83156
100,28,0x91Fd416bD694d30F3062c7Fd1Cc2741ff1082132
100,29,0x37bbb62ee61E90838E60761071b7a001ACfeb06F
100,30,0xe4CC6B0a291F4cA10339a9F8CBcc76B1afC664f5
100,31,0x954133199862Fe2CA052661De99373C70EcB4E47
100,32,0x63247CFf403Fcf39D14802a979934546dD2Ea5c5
100,33,0x1150182247Cb6C909FF9cc7609CfE678462979D6
100,34,0xC17C87d272b316cf38D13994445f2cEd109DB784
100,35,0x0A69cDaA1FFb3E7D204C61428dbF052eEe34C0aD
100,36,0xEA27ab2Cd5075035E03Df67587349Cad8566CaEC
100,37,0x6231e3e4fA795E2C00C744B90DEeacE0d4d07369
100,38,0xB352256C5B4299cf6e31A38655041df0E55dd41a
100,39,0xE06d7080369D959128d89aa3de04118870d09aeb
100,40,0xe36E4A7F05167677bc1968F89aD0a125a9E57C0F
100,41,0x4DeA5961e8ec69A27CcF47dCF9B5a6e7A6766e8D
100,42,0x7f19012906075044242895B068BD1DE7fE963110
100,43,0x0D76D49684350cF85a822DDd46b7235d86Fa541f
100,44,0x0D84b52Ba4F388C0A168d48555108d643114191C
100,45,0x2348Fb97d600Cfbc0882CC95a5AD155dC8a42717
100,46,0x031B9b8488B60D842dceE6C78F4abF83150d20F5
100,47,0x0A12beD6471cF9bD54112E333904e77C03b3EABD
100,48,0x16AFD16389eDd871aFb6BBa8615e0b14865Fe796
100,49,0x2871f624aa449A42710ed2C10C974903971988c0
100,50,0x31E985b4f7af6B479148d260309B7BcEcEF0fa7B
300,51,0x3e4A503ea62ff44c9611c04Cf2A46AC8eFf3d053
100,52,0x3F231AF0806fe97eA13867B50F24D9681A61a3BB
100,53,0x46F37c88535Ca9E4B5FEF27C2475dbC83922eE4e
100,54,0x4B9c798ef1dbcB76AA44c695977e4f5fa460897A
100,55,0x4F11595B5e3F33d2370C3C5D8e552AD0D9A99895
100,56,0x528452f6e88e3d1415e31941ae07124A6249Fe89
100,57,0x53c0fa070E310CE1690B3c83b2aB7F20D74D4922
100,58,0x54D35908413ceA0B84845C3936b6792b1afF56Cf
100,59,0x5CDD3c7bB347A62D154D4f39d97b26352601A1e7
100,60,0x6eC29a7Be2fAaEA0Aa33065b531C19B9AF9c8A0A
100,61,0x719B2F13081744C3084698cEe024ae99A9F5e99C
100,62,0x7711A9a7Da504edF800Fe80f7E52A3aA33DAD07a
100,63,0x7aE02E3871f38D0bA4a5192d97621ba52083fD06
100,64,0x80E6f93Ffc6051214da2712523a074dc7Af60929
100,65,0x810d7EC5920996907e0376Af3c63B00F1588b4fc
100,66,0x83d32767587B5bC0a4E6D125E60BA93E61FF06c8
100,67,0x994e89cA6aF46286Beff9047e84b1C30F6111A7b
100,68,0x9Df59fe943bb74afba2324582023093215b31d0d
100,69,0x9fe94321E8e10B059223caDb5D7abe42E62d90ce
2645,70,0xA25207Bb8f8EC2423E2ddf2686A0CD2048352f3E
100,71,0xA7E5a837382C4B2A484BD2AFAdc8B5A5f6d74e87
100,72,0xaC2Bc9854843bad4DeF3558312285fc2970B0d0E
100,73,0xACee5277f03799276E3C1e26D91234a86Fb255e4
100,74,0xC639BECE23b46b968B721C276fBC0df907D4202d
100,75,0xcdc3C27568ee623Ad01645cc5ab8cA23583bbD43
100,76,0xd373A58E6D3217d48EDe8aD6a95eeaBF6590171C
1484,77,0xDcbC0420319736f4dE871914BcB6d106177fCA7D
166,78,0xE864166688e95618920e32619753E23175f189ce
100,79,0xF18CB228F8eA1f25329E016BA85B7f7600ebe9fF
200,80,0xF7A819DEBA0d69C4f3567cb9fAc04B05Ec3A6516
100,81,0xf816047eAB840859aDb2c2241ea7E73ffFA843a4
149,82,0xF9687743fb84966f63afB100B0F6be8E4aEc374e
100,83,0xFFD2DF7Ba9A04672933748dc86ce71F131ff4D50
100,84,0xc6404f24DB2f573F07F3A60758765caad198c0c3
100,85,0x593973D9F348474f2ED9E56b64f1df2c273022ED
100,86,0x9D68C3d5385E5eDdBFAC6821249918982Cf73Fa3
100,87,0xB7fe878E4373A9886df2eF975fb2DDAC8C313770
100,88,0x01B30CA1bDDE1F68ABe69c46FE88f79B496EC63a
100,89,0x35394fDbb8E985e530fE49b40F6c1F6fB8da2353
109,90,0x0A030351815b6981674CBEC66583F073E8D00038
100,91,0x721F7021eC8Cb5e90aE1bcfAB7E7b4c8A952806E
100,92,0x9fD14Cb4234CE745B5E2bb5aB1d81998d6aa9ad1
100,93,0x27D09e557957B70fdaAAd51BDE7d8B76dB622f2a
100,94,0xA7E5a837382C4B2A484BD2AFAdc8B5A5f6d74e87
100,95,0x9Ab1A23a1d2aC3603c73d8d3C1E96B7Fd4e7aA19
100,96,0x9E7D972391e460B1856576D91644d1c3Bd46a0bE
100,97,0xF5eE60d6971970216C0D50b2215A8eEE30a0b445
100,98,0x054fD152a7D0206d6e250841a99E6c63d56E48eb
100,99,0x6D7459e3068d85F239f8eeF8AEE0764c71Caee7b
100,100,0xD38E5550d7Bd5E5Bc0a6bc2B4b787BaeFc0aBd6a
100,101,0x3C933028430B30d15bc073a1EAb0E888BcE1602A
100,102,0xe6eB2430A1b97A7368408dd5cF1b26FEec5a81f5
100,103,0xEdBe20A59a11B3bf98D7074FcfB41496Abf58Ec6
100,104,0x14BEe84Bc30f34535cE43d6f3c5847236CB1107a
100,105,0x93d2f7572150e3CcD5B919be5EBb81C7b0D7B7b5
100,106,0xe6eB2430A1b97A7368408dd5cF1b26FEec5a81f5
100,107,0x55ac091938F9d2DB867DeBf90322715102D973f4
100,108,0x345bc57dD7b5f99B539C24E71A071a6A79E7AD7E
100,109,0x436098227F289779e50EA6CC531349F048eD3dEf
100,110,0x5BAAcD1D93EC3cEd34BFc63b142F3231E373E63B
100,111,0x4eED4d7EE6B5f8A18584B242E684e4fdb18b5D7D
100,112,0x083Fdd6Dc16C722356CD19E36A1BC883f55e34dC
100,113,0x97eaEadeB70932842D19eBEFaEC2aA4fa505a8Ae
100,114,0xF2C7585369580eaAC0F777E18fB1226b622e54F5
100,115,0x190a19a03E1F4Cd7A9e7258Ca97457137260a5F7
406,116,0xBFF7Fccf275d6c139f488965Ac836E46975c2b8A
101,117,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,118,0x61E905731544429348Fe03476f50840da82ba679
149,119,0x06C650735Ceed6E92c2F21981daa7DDb90A1D51d
100,120,0x45B15975EB9C230C39c8F4682C0c57f13835321D
100,121,0x45B15975EB9C230C39c8F4682C0c57f13835321D
200,122,0xE864166688e95618920e32619753E23175f189ce
125,123,0x26098C24cA52ae70FF173817E2285A7971c22139
143,124,0x0788373603522a79fCC5710910C20067f64BAD17
100,125,0x9cDB491354086AB189Dbb17360C33970B7298d3f
100,126,0xbbb5d974b3c0496c72f62aFf33268DEB9bbeCC02
100,127,0x29f0e5f58949C1995ee21267D3d97F361A641A62
100,128,0x06f2D97500E1529F226adB2DcB68a1A8c5175157
116,129,0x0788373603522a79fCC5710910C20067f64BAD17
278,130,0x67acB72ea79131bb6061470413221B3584Fce640
100,131,0x8843ccd14855927DEB28ffB2c0060139987a25D2
100,132,0x14Ce500a86F1e3aCE039571e657783E069643617
100,133,0xC065A07F9FE675D3a4B452A791e187bb4CEfAa43
100,134,0x4F7b201294EDf99D707BB138Db3b5bb2091D6845
100,135,0x8b7eefE33B49265ad1ED2709a44298C7dD7EF943
100,136,0x26098C24cA52ae70FF173817E2285A7971c22139
100,137,0x9E90e0212E16a651e40e54fb4Ffa315D03538a45
100,138,0xB4ad2885ba93301ca70402c0d0C99DD117E89A07
200,139,0xe795cE77F59C961DE39988e03f60CbEE0D3b34a8
100,140,0x06C650735Ceed6E92c2F21981daa7DDb90A1D51d
100,141,0xeA5DcA8cAc9c12Df3AB5908A106c15ff024CB44F
100,142,0x2B5D030A8e0951449D166140c23cAc4567777777
100,143,0x2B5D030A8e0951449D166140c23cAc4567777777
101,144,0x0D44d39c9D2EfbB612E474CDC9686C98df30a0a6
100,145,0xd44a4ee191C6Ba84a12e9e217ADD9a61D84eE6eb
300,146,0x2BE9C16e99be3CA77af5a0133a11E129D7B176CE
100,147,0xBB34fe1227303AC6121092783dCe6fC567a57034
100,148,0xCe71eC2Db82d10FE60F053CBb5009aCb171f3190
100,149,0x0594b57b092e02f391e763fDdD2255C43aF86b9A
100,150,0xfC4ef9a045D62FCB93C2325BAC9a37C9Fe47e286
100,151,0x11e967737331C1dCB2a04209e9Be524016AaC55D
333,152,0x0788373603522a79fCC5710910C20067f64BAD17
1628,153,0x2c39B8C5B9D31299449474A4D0bcd8F9A32751E4
203,154,0xdB814bfA302b040FA684F53f74ab638D2DC62107
100,155,0x23a38ED9CC8347e667676Cc2546DDA6A7447e795
1102,156,0x1439734e37552df17bCf2FF0F1E87483a09c8655
2126,157,0x6e5d43A620fC9456A1F23BE69933a516E177dDec
100,158,0x0594b57b092e02f391e763fDdD2255C43aF86b9A
109,159,0xAa74f9dF7664e66783ECA091f93DDE27b233b58B
549,160,0xE319d04FEd54c473A956209cC90eCEBF6df3FB47
100,161,0xa7169A3f91731B70ec1b1339BB1c694D1EcCeA73
239,162,0x67acB72ea79131bb6061470413221B3584Fce640
258,163,0x67acB72ea79131bb6061470413221B3584Fce640
100,164,0xC2326dc6e79F6750541550AF0064F829ce8312c0
275,165,0x4EA4A38e351Ae6e4d29F19a173986A178144132f
100,166,0x06C650735Ceed6E92c2F21981daa7DDb90A1D51d
100,167,0x8fAF97b6692F3058f36d99373407aD9e573a774C
100,168,0x6CF51FDeF74d02296017A1129086Ee9C3477DC01
100,169,0x911C88b144FBE4d6350dc0161D731243A2e7a258
100,170,0xCAB81920134BB8a6fE2BF3760B445b741A44de5B
100,171,0xeDd83f86Bd54e19ea8809BFB47a891C9E1fB71c9
100,172,0x9559Aaa672f07A19B4A0B4a43FC707427a3b2F0A
1629,173,0x75B9B236801B273003beb57F823b434AE49f1be8
186,174,0x10F043fd81bB740253F64394a4781e48ae9E2006
172,175,0x09AB3c8D43FdF2705B56Aa98E9dA03c5985fD5e1
100,176,0x85670c918fd6A80bdc92202C59D20b6E0c01C7E9
100,177,0xDfB3b7d463e6d8B85Bde29e68220A829abb7388F
229,178,0x67acB72ea79131bb6061470413221B3584Fce640
359,179,0x10F043fd81bB740253F64394a4781e48ae9E2006
100,180,0x8Aba035AE515E31117909AD1d3a6F690F87378d0
100,181,0x917393eB75D01c9bAb353F9f7EbA9e8880e3520a
273,182,0x67acB72ea79131bb6061470413221B3584Fce640
255,183,0x67acB72ea79131bb6061470413221B3584Fce640
100,184,0x4aC5A17b758C3A3C93214e770e35C4367ECFF8b6
249,185,0x67acB72ea79131bb6061470413221B3584Fce640
261,186,0x67acB72ea79131bb6061470413221B3584Fce640
100,187,0x9640Eee1459447cAd51e07E3a35996A2e32E22de
100,188,0x3b9E9D3A0C69E01b8d73A8f31EEA4A243B2a7F44
100,189,0x9b3f49A186670194f625199B822FCbDFD3Feacf7
100,190,0xa3E98E0ADd81C690C847D1225d385fe9b78dA496
100,191,0xd93692C96Fb6C6210fD8c0E5b0Bf8b3E393c21F3
100,192,0xC0C0A8261B04e171bfE59C3628D69b5568cFa316
109,193,0x706dfF311694E2F99eA52c007b93499A136017fB
136,194,0xda569dFdB06d72526246de8B0C44B0D9934CDcb5
3963,195,0x6e5d43A620fC9456A1F23BE69933a516E177dDec
229,196,0x67acB72ea79131bb6061470413221B3584Fce640
1787,197,0x6e5d43A620fC9456A1F23BE69933a516E177dDec
197,198,0x67acB72ea79131bb6061470413221B3584Fce640
236,199,0x67acB72ea79131bb6061470413221B3584Fce640
220,200,0x67acB72ea79131bb6061470413221B3584Fce640
100,201,0x60Df8a187Bd4edC720E272f6Ea0d068355Ef39aB
198,202,0x67acB72ea79131bb6061470413221B3584Fce640
100,203,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,204,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,205,0x22EAC1355400145592631A355ab0Eb9d8da5AC3c
100,206,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,207,0xa27cfAE2aaF92C8aBB7a847eD06C6bd8A1Bea0E6
204,208,0x67acB72ea79131bb6061470413221B3584Fce640
100,209,0x6dd9e5b13412C811e02B0B9CE33D998Ae3Fc232d
100,210,0xBE859efca2d4283b39654CCCCB735b4412cE26f6
100,211,0xeD44745042FfBc012b19788Ed78f8d539CD12C02
100,212,0xf4AA38171f15adbcF0924f7F342bDb82eE6C33ba
100,213,0xe3f061d9724f0DaACaADa6438B32E7492F2Bf251
100,214,0x563295b303Ddf8857c687028801cEA54130A6e8d
150,215,0x2BE9C16e99be3CA77af5a0133a11E129D7B176CE
100,216,0x5bE456902da8bE506782150e7a8Ffea573f4d8A9
100,217,0x14B1DE0E7E1106e629c3abe3F09F3373C428D123
100,218,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,219,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,220,0x288fE43139741F91a8Cbb6F4adD83811c794851b
100,221,0x288fE43139741F91a8Cbb6F4adD83811c794851b
175,222,0x67acB72ea79131bb6061470413221B3584Fce640
100,223,0x662852A6dDC15f86f02DD48426a8A75BfF6FA20E
100,224,0x662852A6dDC15f86f02DD48426a8A75BfF6FA20E
100,225,0x5E4038eb6F1e7316a45ed569E94c8cd1706a5eC5
100,226,0x47B9Be2ABf641E19175b5258a3c639e06eb20AC7
100,227,0x1037012a4c2Fa9544Eb831b47639333b487ceb09
100,228,0x41885615207032BaB91Ef8B062f03613a00fA0E3
100,229,0x41885615207032BaB91Ef8B062f03613a00fA0E3
100,230,0x563295b303Ddf8857c687028801cEA54130A6e8d
493,231,0x6e5d43A620fC9456A1F23BE69933a516E177dDec
444,232,0xfDC09C96E5B7EBe2F6C36E1bc0B6a6A8C6571C82
100,233,0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20
100,234,0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20
100,235,0x2C472D1D6cB47D9BA747fEC3519Db0E5688DC89d
100,236,0x201a61A23262c6392670AD378643d205FBb2de22
100,237,0x224C08A8526751887a83e2711B167f890c6D078d
134,238,0x4257BC72eA94E5f7459190DEE12236EE7eE0203c
100,239,0xDFE7ad3E0cc6fb0798e66C67C72927C49fc42478
100,240,0x9880a6DD2A7498B10AB312BE78B23e139c0e8F11
100,241,0x76Ac38f789645d2bf08274CbAfCf82174781fC48
125,242,0x0e215D573dc571191bEF806941C70964f3846c35
125,243,0x36AF13E2188bCF041250231df380B828BF43AEd2
200,244,0xB813573c0448d01caEd0cF0d17a3aADe677f882C
377,245,0x1e4Df1446E64AB5eAB1C92627417a6e4463322B9
100,246,0x5aD32C7aeE7F06575EE0740cda8E6bd095CC3919
249,247,0x28de46689b899af843Ec549199AD70a75ad4d960
100,248,0x68aAA618D6B7F5C9363760AC473d91056Fc7aC01
100,249,0x0692Ee6b5c88870DA8105aFEAA834A20091a29Ff
100,250,0x34CaE1d9e2D014B7b9E6295c66c554D7e79713d3
396,251,0x1711bc52bf7e0494325799717fe640F1924617B7
100,252,0x8d459E5c82A34C2F0a6D92772f97E1B34177515a
100,253,0x305a45d8F6d22F14046305926AA84024FE22660C
426,254,0xe93F001Cc9a2B773e5CB846fF72039E244047bb5
146,255,0x012CAe16d4c2C4EA8D1DAbAA193f0ac5a5F33c47
100,256,0x88529D2289d47E9339938F25f2e56a33c91671Cb
100,257,0x343302b82807AE16D3ba6BB64a974bc9Ad4822f9
100,258,0x0533D40c4b884240a74a418687F456C3BAb3faD3
100,259,0xf2362004DF8393dabFfb01e3bABE5b4bcA27f6E3
100,260,0xC654c5575D4dcD174d107751521C51e67156dCD3
277,261,0x51BD9fd860223EF52cF77b517EbaB5cA58dc1c63
100,262,0x0461f84F8763B38eA33aC7251e4c972AB69615C9
100,263,0xDB016D3722Fcf9D3760F7b09cfC6ca8558BA2f4A
100,264,0x31626F76e2a1eb042Ace0A84034294a5bD99161A
100,265,0xe27b99d96EdFD17cC7BB57805e5CdEc755078f5e
100,266,0x96427109835D2CB6ba483A351C576B127Cb28a41
100,267,0xaFF7F3362Cd0EaE180b6C89385337348dEA2bC80
100,268,0x60e081483227593ef2e95534224225852751B1D9
100,269,0xFd42AD1fF493EEb0cF9A6D58F02642fb76755849
100,270,0xB0354be8EDD26d154dCf10BE3c47C88Ee6150DDB
100,271,0xF512147180ebF2273636Eb2A8547424F90410D51
471,272,0x107667669226323C18a90fFAc0B48A3E21DA4054
100,273,0x079Baec14d71Cba0faDfb790B3B97E94c239A3CC
100,274,0x00C9EB7cf1aee948b3CA6e30872bBd74E00fB98C
100,275,0xB49452313Eb74a3Cfa7b63DEbB9a6190b60a49A6
100,276,0x1b0f1838C48Ee8F0D3f0D0375A2e991e17cD2fd3
100,277,0xbaFc24009F1D2F52c93Ac97f9991510e218dc9D5
100,278,0xf2362004DF8393dabFfb01e3bABE5b4bcA27f6E3
100,279,0x9773d0dA32f0Ef40F3346dFD02f9BAF9f945BbA0
100,280,0x079Baec14d71Cba0faDfb790B3B97E94c239A3CC
186,281,0xB3f31aD589Ba65df22ED16341EA623b685DD78E5
100,282,0x66E7AD0249092298680dD28aACf76265D87fb38A
100,283,0xB387C4c2DcE6A21080F39b467C7eFC02D2c01227
100,284,0x79c75BAae15Ef527a81a094d9560f219ffFD7B15
217,285,0xF512147180ebF2273636Eb2A8547424F90410D51
142,286,0xF512147180ebF2273636Eb2A8547424F90410D51
199,287,0xa32cc2f7BaE31c79aB75D0bc39182fd113c53790
100,288,0xcA4b599A1dEAC69df773D11A9Fbb697e53cb0328
100,289,0xAE8a89c737E7423Def56F6e39bf4052B112D6078
100,290,0x711dBcCe95553De3f02F82Be01A1BbA0750BE25b
100,291,0x5eE42438d0D8fc399C94ef3543665E993e847b49
100,292,0x711dBcCe95553De3f02F82Be01A1BbA0750BE25b
100,293,0x0692Ee6b5c88870DA8105aFEAA834A20091a29Ff
100,294,0x0692Ee6b5c88870DA8105aFEAA834A20091a29Ff
100,295,0x0681a3B84e057ac4985eb706b3D2152EfBcD3673
100,296,0x711dBcCe95553De3f02F82Be01A1BbA0750BE25b
100,297,0xd5198F31C6206E5fCAD59EbEa38d6425539FD24d
100,298,0x4536d5A1a3E53F40FA2cC1dA8c562acD80F59551
100,299,0x36AF13E2188bCF041250231df380B828BF43AEd2
100,300,0x36AF13E2188bCF041250231df380B828BF43AEd2
100,301,0xaC58Aa71114E895AC395cdD0E3391d3eCFFB6fbc
100,302,0x68155b7599A07AbE3936cb4Db51feB22b5544f2b
100,303,0x26098C24cA52ae70FF173817E2285A7971c22139
100,304,0x288fE43139741F91a8Cbb6F4adD83811c794851b
145,305,0xD8eFc644edbec77577aB3618a5Bc919FB05b6dE3
109,306,0x38689b0f873e709A3410071c6e81dcDB77ee9475
100,307,0xD02B3d76CbD1B03d129Af12449873539E3Ffe0D9
100,308,0xc322aA3E9A98D623b24Eb323617443e9346410c4
100,309,0x4995c93767eEb943a0707efc6a6b3BDDbBE6622F
149,310,0x1711bc52bf7e0494325799717fe640F1924617B7
100,311,0x1dbDb0FD326AC5de423467b88d07CCFe666670E0
125,312,0x2CcDe611A35Aa395c8aEb2bAbB4E25C835CA1760
100,313,0xFdc82c10b7feC382135837Ac3E586a514b89fDb0
157,314,0x8450E3092b2c1C4AafD37cB6965cFCe03cd5fB6D
100,315,0xF460A1073ab427E73fA051ef048138Ad24d495e2
100,316,0x8F909A2E37480A3607DcA6Ac7efF5C29377DD71e
100,317,0x55ebd88192BA046E10b456E30c95eC8735ae4C37
125,318,0xaB796F11D234Ecf96DbcBAb7e46b15cdE1f1EfF8
100,319,0x2363AB774b4038A9068e45335Bcf1A805Eb602aB
100,320,0xaa92eE93Fc62d4fb9A4d61a40191f11aAfcb7930
100,321,0x26098C24cA52ae70FF173817E2285A7971c22139
100,322,0x26098C24cA52ae70FF173817E2285A7971c22139
100,323,0x2CcDe611A35Aa395c8aEb2bAbB4E25C835CA1760
100,324,0x3Cf089A30C57852200bB458f528726C1b1bE3164
100,325,0x57a255806937783c7A7139d8b0b8e46178f50960
100,326,0xb35E80f24dA704C86F37Dc345FbBb0e6E09c850b
100,327,0xAe22A659B0b58F4C61a6Aaf7fC0fe7b1f7Fa59fC
236,328,0xf7B14D1c8a3eCa7A4d7cc8F9C8cA5B0d36822865
587,329,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f
125,330,0xE890EB333d154fBb4242327228d3fFce125A5867
198,331,0x4EA4A38e351Ae6e4d29F19a173986A178144132f
